level_0,index,year,month,value,data_mean_nh,data_mean_sh
913,913,1926,2,306.992124142211,308.214793227169,305.769455057252
914,914,1926,3,307.326626699879,308.845201885793,305.808051513964
915,915,1926,4,307.558109110805,309.355428985743,305.760789235867
916,916,1926,5,307.477383206379,309.198192343097,305.756574069661
917,917,1926,6,306.712388243713,307.596472381244,305.828304106182
918,918,1926,7,305.07852348906397,304.294737104386,305.862309873742
919,919,1926,8,303.524564519836,301.305258666531,305.74387037314
920,920,1926,9,303.53105203267995,301.476043685966,305.586060379393
921,921,1926,10,304.621765353443,303.671050493882,305.572480213005
922,922,1926,11,305.67243815512796,305.63173377308203,305.713142537174
923,923,1926,12,306.342231157377,306.92845840184896,305.756003912906
924,924,1927,1,306.834701440008,307.796068667505,305.873334212511
925,925,1927,2,307.225743773344,308.463894603344,305.987592943344
926,926,1927,3,307.566522240003,309.101853733503,306.03119074650397
927,927,1927,4,307.80086266631804,309.61507155695,305.986653775686
928,928,1927,5,307.717472687026,309.453014932791,305.981930441261
929,929,1927,6,306.94518921802603,307.839858034426,306.05052040162496
930,930,1927,7,305.304987932289,304.529038662923,306.080937201655
931,931,1927,8,303.74673958879396,301.536089209057,305.95738996853197
932,932,1927,9,303.74672435191,301.701646475247,305.791802228572
933,933,1927,10,304.830401123775,303.891461565651,305.76934068189996
934,934,1927,11,305.872455292986,305.845730952891,305.899179633081
935,935,1927,12,306.53200614879904,307.132911198797,305.931101098801
936,936,1928,1,307.013533468711,307.988344556505,306.038722380916
937,937,1928,2,307.39329045705,308.64364572416804,306.14293518993196
938,938,1928,3,307.723524395097,309.269176622479,306.177872167715
939,939,1928,4,307.949007933887,309.77058553391703,306.127430333856
940,940,1928,5,307.85752436427504,309.595342062496,306.119706666055
941,941,1928,6,307.078755010499,307.96874181348704,306.18876820751
942,942,1928,7,305.43798682330504,304.654543645722,306.221430000887
943,943,1928,8,303.885176686848,301.670391705043,306.099961668654
944,944,1928,9,303.891680108194,301.846254167233,305.937106049154
945,945,1928,10,304.983588875499,304.048620929501,305.918556821497
946,946,1928,11,306.033669071552,306.015572751695,306.05176539141
947,947,1928,12,306.700062694402,307.31284224216597,306.087283146638
948,948,1929,1,307.179589311367,308.161071515801,306.198107106932
949,949,1929,2,307.56420157974,308.82240317542704,306.305999984053
950,950,1929,3,307.898461696996,309.453370325082,306.34355306891104
951,951,1929,4,308.12658328472196,309.959216794055,306.293949775388
952,952,1929,5,308.036474054871,309.78792771711005,306.28502039263304
953,953,1929,6,307.25744280899397,308.164325193099,306.350560424888
954,954,1929,7,305.613371126951,304.84708199679795,306.379660257104
955,955,1929,8,304.054369153123,301.85325712890597,306.25548117733996
956,956,1929,9,304.053772223699,302.01838241121396,306.08916203618304
957,957,1929,10,305.137626075654,304.208863083328,306.066389067981
958,958,1929,11,306.179581094237,306.163735804028,306.195426384447
959,959,1929,12,306.83832018620603,307.449910803333,306.226729569079
960,960,1930,1,307.313544917251,308.29339523397704,306.333694600525
961,961,1930,2,307.691873938726,308.945755484171,306.437992393281
962,962,1930,3,308.02075832037497,309.56858361794497,306.47293302280497
963,963,1930,4,308.244793778199,310.06745611929904,306.422131437098
964,964,1930,5,308.152051253642,309.89039625989,306.413706247393
965,965,1930,6,307.372081321694,308.262500210669,306.481662432718
966,966,1930,7,305.72918428826597,304.944572654369,306.513795922162
967,967,1930,8,304.17337437871896,301.953812844404,306.39293591303397
968,968,1930,9,304.177306806435,302.123390289181,306.23122332369
969,969,1930,10,305.266995137178,304.319690404979,306.214299869377
970,970,1930,11,306.31576002046603,306.281397215419,306.350122825514
971,971,1930,12,306.98206445846296,307.574997399511,306.389131517414
972,972,1931,1,307.472965089357,308.440348554332,306.50558162438205
973,973,1931,2,307.858849149552,309.100167267346,306.61753103175704
974,974,1931,3,308.194712670572,309.728982751334,306.660442589811
975,975,1931,4,308.425537930497,310.232168856261,306.618907004732
976,976,1931,5,308.337212915779,310.05407511177896,306.62035071978
977,977,1931,6,307.560238178429,308.42113258408904,306.699343772768
978,978,1931,7,305.925347949681,305.107400389876,306.743295509486
979,979,1931,8,304.383147434384,302.133483331146,306.632811537623
980,980,1931,9,304.399920432763,302.31972833271,306.480112532817
981,981,1931,10,305.503031202488,304.534018658291,306.472043746685
982,982,1931,11,306.563604869404,306.512569904586,306.614639834223
983,983,1931,12,307.239217821,307.81855518632705,306.659880455673
984,984,1932,1,307.738721958445,308.694326236151,306.78311768073996
985,985,1932,2,308.129067372806,309.359213293657,306.898921451955
986,986,1932,3,308.467286975544,309.989996527714,306.94457742337397
987,987,1932,4,308.698856524153,310.491888183763,306.905824864544
988,988,1932,5,308.607300309921,310.305216599529,306.909384020314
989,989,1932,6,307.82430441030397,308.658026329016,306.990582491591
990,990,1932,7,306.188113026942,305.340068302462,307.036157751422
991,991,1932,8,304.650390066329,302.376135336498,306.924644796161
992,992,1932,9,304.670737063709,302.57212088785,306.769353239568
993,993,1932,10,305.778421646917,304.797975201858,306.758868091975
994,994,1932,11,306.842529534933,306.787571047244,306.897488022622
995,995,1932,12,307.520052988301,308.100799064508,306.939306912094
996,996,1933,1,308.014679003047,308.96900017314096,307.06035783295397
997,997,1933,2,308.406192285154,309.637383506429,307.175001063879
998,998,1933,3,308.74655495533904,310.272366766833,307.220743143844
999,999,1933,4,308.981688213128,310.77942898409003,307.18394744216596
1000,1000,1933,5,308.89478249465,310.598112600044,307.19145238925597
1001,1001,1933,6,308.117997676187,308.957052683538,307.278942668835
1002,1002,1933,7,306.49122190106203,305.648753549163,307.333690252962
1003,1003,1933,8,304.96588104392004,302.698623423427,307.233138664412
1004,1004,1933,9,304.999227439985,302.90920911215596,307.08924576781396
1005,1005,1933,10,306.120521047426,305.150497811947,307.090544282906
1006,1006,1933,11,307.19776462187997,307.155196577668,307.240332666092
1007,1007,1933,12,307.887264351696,308.48177407099996,307.292754632392
1008,1008,1934,1,308.394851639442,309.365694163527,307.424009115357
1009,1009,1934,2,308.79451594290197,310.042921718071,307.546110167734
1010,1010,1934,3,309.14048360586,310.683678588008,307.597288623713
1011,1011,1934,4,309.37854289945,311.19296561354696,307.56412018535303
1012,1012,1934,5,309.290245385593,311.007812780831,307.572677990355
1013,1013,1934,6,308.50810912772704,309.35743890285704,307.658779352598
1014,1014,1934,7,306.87640017645305,306.042016497253,307.710783855652
1015,1015,1934,8,305.347743927189,303.089802611616,307.605685242763
1016,1016,1934,9,305.37651245629297,303.297389924435,307.455634988152
1017,1017,1934,10,306.493610523062,305.536496664638,307.450724381486
1018,1018,1934,11,307.56660764878603,307.539236735048,307.593978562523
1019,1019,1934,12,308.252143790846,308.862990405973,307.641297175718
1020,1020,1935,1,308.755687870263,309.741282569651,307.77009317087396
1021,1021,1935,2,309.154942792371,310.417715972432,307.89216961231097
1022,1022,1935,3,309.50386166967496,311.060706486242,307.947016853109
1023,1023,1935,4,309.74922386726297,311.57602700861,307.92242072591597
1024,1024,1935,5,309.672616656027,311.400189027029,307.945044285024
1025,1025,1935,6,308.907567988079,309.76356433847303,308.051571637685
1026,1026,1935,7,307.30028058716704,306.471344755345,308.12921641899
1027,1027,1935,8,305.80272579114103,303.55217959797994,308.053271984302
1028,1028,1935,9,305.866032305113,303.796472855341,307.93559175488497
1029,1029,1935,10,307.020732242238,306.075624816027,307.965839668449
1030,1030,1935,11,308.132704154072,308.119956959963,308.145451348181
1031,1031,1935,12,308.857383621805,309.48474295046503,308.230024293145
1032,1032,1936,1,309.399941259605,310.403389548172,308.396492971038
1033,1033,1936,2,309.836122867964,311.11771744415796,308.55452829177
1034,1034,1936,3,310.21967097640703,311.795945022244,308.643396930569
1035,1035,1936,4,310.496667560402,312.342910868945,308.650424251859
1036,1036,1936,5,310.446969107239,312.192796228424,308.701141986053
1037,1037,1936,6,309.703717768049,310.575741875979,308.831693660118
1038,1038,1936,7,308.115606093593,307.301414051547,308.929798135639
1039,1039,1936,8,306.635047320975,304.400035739889,308.87005890206103
1040,1040,1936,9,306.710813865839,304.657818554397,308.763809177282
1041,1041,1936,10,307.874186693291,306.946970808273,308.801402578308
1042,1042,1936,11,308.99036723961103,308.997027129157,308.983707350065
1043,1043,1936,12,309.71464029555403,310.362134490268,309.067146100839
1044,1044,1937,1,310.25860727765803,311.287230906129,309.22998364918595
1045,1045,1937,2,310.685009408027,311.991701850438,309.378316965616
1046,1046,1937,3,311.054244172435,312.654530634593,309.453957710277
1047,1047,1937,4,311.313165082855,313.18066396912104,309.445666196588
1048,1048,1937,5,311.239506517772,313.000482419691,309.47853061585204
1049,1049,1937,6,310.467808103036,311.345957639664,309.589658566408
1050,1050,1937,7,308.8545587032,308.040840108174,309.668277298225
1051,1051,1937,8,307.353579496737,305.119929849515,309.587229143959
1052,1052,1937,9,307.4072158954,305.357139408582,309.45729238221804
1053,1053,1937,10,308.549016674737,307.62711060058,309.470922748894
1054,1054,1937,11,309.642458177113,309.657345680513,309.627570673713
1055,1055,1937,12,310.342573881296,310.999007656323,309.686140106268
1056,1056,1938,1,310.86195366581103,311.897251140078,309.826656191544
1057,1057,1938,2,311.2640412842,312.575278131799,309.952804436602
1058,1058,1938,3,311.610453660451,313.212230958834,310.008676362067
1059,1059,1938,4,311.849228105578,313.713631903806,309.984824307351
1060,1060,1938,5,311.756629857834,313.50685345320204,310.006406262467
1061,1061,1938,6,310.968898115746,311.825964184023,310.11183204746897
1062,1062,1938,7,309.349205209116,308.510412376273,310.187998041958
1063,1063,1938,8,307.851510850555,305.59804206714296,310.104979633967
1064,1064,1938,9,307.911097370298,305.847069652082,309.975125088513
1065,1065,1938,10,309.062421965279,308.133197276296,309.991646654263
1066,1066,1938,11,310.166208642078,310.180893141064,310.151524143091
1067,1067,1938,12,310.87608973,311.537413765591,310.214765694409
1068,1068,1939,1,311.40463258439996,312.44739549786203,310.361869670938
1069,1069,1939,2,311.814234206901,313.13543296965196,310.49303544415
1070,1070,1939,3,312.166706345176,313.780068055889,310.55334463446303
1071,1071,1939,4,312.410017047096,314.286178555685,310.53385553850603
1072,1072,1939,5,312.317853315261,314.077103294364,310.55860333615897
1073,1073,1939,6,311.526934265344,312.387766554032,310.666101976656
1074,1074,1939,7,309.906676317294,309.069436245823,310.743916388764
1075,1075,1939,8,308.411995451836,306.163660482505,310.660330421168
1076,1076,1939,9,308.472350231679,306.417616928493,310.52708353486497
1077,1077,1939,10,309.62391303574503,308.708866575989,310.538959495502
1078,1078,1939,11,310.725660953342,310.759864279021,310.69145762766203
1079,1079,1939,12,311.430757258145,312.11502811885896,310.74648639743197
1080,1080,1940,1,311.95260888218996,313.01936940251204,310.885848361868
1081,1081,1940,2,312.35346857762994,313.699637240788,311.007299914472
1082,1082,1940,3,312.696193332162,314.334670153883,311.057716510441
1083,1083,1940,4,312.929542068773,314.82959246076,311.029491676786
1084,1084,1940,5,312.825618318774,314.60478218496297,311.046454452586
1085,1085,1940,6,312.022426447257,312.896804482001,311.148048412513
1086,1086,1940,7,310.395523819492,309.568093321019,311.22295431796397
1087,1087,1940,8,308.900339318038,306.663310082598,311.13736855347696
1088,1088,1940,9,308.960397680739,306.91901472326,311.001780638218
1089,1089,1940,10,310.11307189024797,309.214104795183,311.012038985314
1090,1090,1940,11,311.21526330918704,311.268707291795,311.161819326579
1091,1091,1940,12,311.919268778871,312.624131615695,311.214405942048
1092,1092,1941,1,312.43640572897704,313.520704233208,311.352107224746
1093,1093,1941,2,312.833658414479,314.196308447816,311.471008381142
1094,1094,1941,3,313.17193214476396,314.825322855067,311.518541434462
1095,1095,1941,4,313.400147413903,315.312697110756,311.48759771705
1096,1096,1941,5,313.289102751575,315.07665349517004,311.501552007979
1097,1097,1941,6,312.47727445111,313.35444875185,311.600100150371
1098,1098,1941,7,310.843891667476,310.016312724569,311.671470610382
1099,1099,1941,8,309.34485163911097,307.108981328988,311.580721949235
1100,1100,1941,9,309.400185770318,307.361607871936,311.4387636687
1101,1101,1941,10,310.548180451076,309.65408728959704,311.442273612554
1102,1102,1941,11,311.64462674629397,311.705280541052,311.583972951537
1103,1103,1941,12,312.34145814957805,313.0547487033,311.628167595857
1104,1104,1942,1,312.851960906126,313.945887977731,311.75803383452006
1105,1105,1942,2,313.239577284555,314.61169183408697,311.867462735023
1106,1106,1942,3,313.567337793427,315.229372435244,311.90530315161
1107,1107,1942,4,313.78464067181596,315.703925076044,311.865356267588
1108,1108,1942,5,313.66087745242,315.45107172307803,311.870683181762
1109,1109,1942,6,312.835398746568,313.70922573007704,311.96157176305803
1110,1110,1942,7,311.19224853106704,310.358590594644,312.025906467491
1111,1111,1942,8,309.687718496729,307.448360839786,311.927076153673
1112,1112,1942,9,309.73711081703703,307.698072575598,311.77614905847696
1113,1113,1942,10,310.879645903954,309.988662681501,311.770629126406
1114,1114,1942,11,311.969448112856,312.03712526464903,311.901770961063
1115,1115,1942,12,312.657744158429,313.380534741397,311.93495357546004
1116,1116,1943,1,313.158591069109,314.263142149493,312.054039988726
1117,1117,1943,2,313.533905446552,314.917292824698,312.150518068405
1118,1118,1943,3,313.84765448901,315.520934861699,312.174374116321
1119,1119,1943,4,314.04950913014403,315.978891386085,312.120126874203
1120,1120,1943,5,313.907193208453,315.704091073481,312.110295343426
1121,1121,1943,6,313.060738907532,313.935919476723,312.185558338342
1122,1122,1943,7,311.399096612587,310.563752779801,312.234440445373
1123,1123,1943,8,309.879339834667,307.639692424886,312.118987244447
1124,1124,1943,9,309.91234623349,307.87486259367,311.94982987331
1125,1125,1943,10,311.03874217944804,310.151717231627,311.92576712727003
1126,1126,1943,11,312.11138046854,312.18577283495,312.03698810212995
1127,1127,1943,12,312.781204528521,313.511988100537,312.05042095650504
1128,1128,1944,1,313.270426016712,314.38891257345,312.15193945997396
1129,1129,1944,2,313.624968803772,315.021923640305,312.228013967238
1130,1130,1944,3,313.91728513951597,315.602305225214,312.232265053818
1131,1131,1944,4,314.098232805406,316.035106563217,312.161359047596
1132,1132,1944,5,313.93253197874196,315.727821803635,312.137242153849
1133,1133,1944,6,313.062284298267,313.922533598972,312.202034997562
1134,1134,1944,7,311.387311248208,310.528810977826,312.24581151858996
1135,1135,1944,8,309.86568860328,307.604347059369,312.127030147191
1136,1136,1944,9,309.89787013925303,307.841122635582,311.954617642924
1137,1137,1944,10,311.026649965394,310.12399934142996,311.929300589359
1138,1138,1944,11,312.101266186496,312.164433988094,312.038098384898
1139,1139,1944,12,312.771181835396,313.4919475134,312.050416157391
1140,1140,1945,1,313.25106453348,314.34954504442004,312.152584022539
1141,1141,1945,2,313.603630839353,314.97740325902197,312.229858419684
1142,1142,1945,3,313.89394209730096,315.552133013718,312.235751180884
1143,1143,1945,4,314.07292933847197,315.978547205707,312.167311471236
1144,1144,1945,5,313.90403564371104,315.662079567905,312.145991719517
1145,1145,1945,6,313.02972032439703,313.845372677098,312.214067971696
1146,1146,1945,7,311.353089622034,310.44890156621,312.257277677857
1147,1147,1945,8,309.832696798988,307.532315730811,312.133077867166
1148,1148,1945,9,309.865890034887,307.777063184946,311.954716884828
1149,1149,1945,10,310.996415324888,310.06903477096,311.923795878816
1150,1150,1945,11,312.072599334208,312.118632466023,312.026566202392
1151,1151,1945,12,312.743681409972,313.45387830451,312.033484515434
1152,1152,1946,1,313.221135276181,314.31111547933,312.131155073032
1153,1153,1946,2,313.575526413008,314.945917344169,312.205135481848
1154,1154,1946,3,313.868748159452,315.528637063678,312.208859255225
1155,1155,1946,4,314.051940662685,315.964270757006,312.139610568364
1156,1156,1946,5,313.888643175857,315.658282812043,312.119003539671
1157,1157,1946,6,313.021547915666,313.853565627337,312.18953020399397
1158,1158,1946,7,311.354171613024,310.469026765386,312.239316460662
1159,1159,1946,8,309.844825877167,307.564197763724,312.125453990611
1160,1160,1946,9,309.890154858362,307.821816798605,311.958492918119
1161,1161,1946,10,311.033539468723,310.127416096544,311.939662840903
1162,1162,1946,11,312.122785440814,312.190864708464,312.054706173164
1163,1163,1946,12,312.80666871323604,313.539614600277,312.07372282619497
1164,1164,1947,1,313.298689009305,314.414142564587,312.183235454024
1165,1165,1947,2,313.663739062602,315.06027859529803,312.267199529907
1166,1166,1947,3,313.965803558364,315.652210667936,312.27939644879297
1167,1167,1947,4,314.15577820579,316.094489299101,312.21706711248
1168,1168,1947,5,313.996080388699,315.790948019717,312.201212757682
1169,1169,1947,6,313.129342698883,313.984551023017,312.274134374749
1170,1170,1947,7,311.460957398305,310.597505563246,312.324409233363
1171,1171,1947,8,309.949689733918,307.69075777175595,312.20862169608
1172,1172,1947,9,309.990540991015,307.944104899349,312.036977082681
1173,1173,1947,10,311.12788783740797,310.244125170391,312.01165050442603
1174,1174,1947,11,312.20932100498,312.30037945992296,312.118262550037
1175,1175,1947,12,312.883848322115,313.639723009406,312.127973634824
1176,1176,1948,1,313.369233676365,314.509864776366,312.228602576363
1177,1177,1948,2,313.72303221346,315.143962081865,312.302102345055
1178,1178,1948,3,314.013647198759,315.722973423917,312.304320973601
1179,1179,1948,4,314.192885483255,316.151910270213,312.233860696297
1180,1180,1948,5,314.022111969282,315.832414595369,312.21180934319597
1181,1181,1948,6,313.145283987723,314.009069438555,312.281498536892
1182,1182,1948,7,311.473247421521,310.614070108162,312.332424734881
1183,1183,1948,8,309.965315880721,307.71106164379603,312.219570117646
1184,1184,1948,9,310.01145636249,307.970554777475,312.052357947505
1185,1185,1948,10,311.156907825718,310.280102462679,312.033713188757
1186,1186,1948,11,312.247413714579,312.347209767873,312.14761766128504
1187,1187,1948,12,312.931134675907,313.696030378623,312.16623897319
1188,1188,1949,1,313.421953021839,314.566473734154,312.277432309524
1189,1189,1949,2,313.785554182722,315.208596651181,312.362511714262
1190,1190,1949,3,314.08652714874,315.795989865342,312.377064432137
1191,1191,1949,4,314.276546721913,316.233401757533,312.319691686294
1192,1192,1949,5,314.116274200225,315.92143914545,312.311109255
1193,1193,1949,6,313.249655252096,314.104759012012,312.394551492179
1194,1194,1949,7,311.588746308758,310.720371326551,312.457121290965
1195,1195,1949,8,310.092859677018,307.8325457885,312.35317356553503
1196,1196,1949,9,310.15046382709403,308.106772631473,312.194155022715
1197,1197,1949,10,311.307016945765,310.430856764383,312.18317712714804
1198,1198,1949,11,312.407693023088,312.511673107612,312.303712938564
1199,1199,1949,12,313.100374354495,313.872557239235,312.328191469756
1200,1200,1950,1,313.59789776410196,314.751334373766,312.444461154439
1201,1201,1950,2,313.968033901902,315.402499647074,312.53356815673
1202,1202,1950,3,314.274348538275,315.997671139157,312.551025937394
1203,1203,1950,4,314.468454028624,316.44148820492296,312.495419852324
1204,1204,1950,5,314.310746056336,316.13417419212004,312.48731792055196
1205,1205,1950,6,313.445150636415,314.320396860266,312.569904412563
1206,1206,1950,7,311.78414441015497,310.936868590514,312.631420229796
1207,1207,1950,8,310.28720613873503,308.04824804467603,312.526164232794
1208,1208,1950,9,310.34264203048303,308.32061019103804,312.364673869929
1209,1209,1950,10,311.496369449649,310.642230749482,312.35050814981497
1210,1210,1950,11,312.59374121486,312.72014189438,312.46734053534
1211,1211,1950,12,313.282921926964,314.077769644782,312.488074209146
1212,1212,1951,1,313.779500827267,314.957724413977,312.601277240557
1213,1213,1951,2,314.146475833269,315.605854613279,312.68709705325904
1214,1214,1951,3,314.45023634395903,316.198269977441,312.70220271047697
1215,1215,1951,4,314.642936868911,316.639936098623,312.64593763919896
1216,1216,1951,5,314.48457346814604,316.33013038709703,312.63901654919397
1217,1217,1951,6,313.619812677123,314.51440218005297,312.725223174193
1218,1218,1951,7,311.96386428129,311.133830780374,312.793897782206
1219,1219,1951,8,310.476509395894,308.254408631493,312.69861016029597
1220,1220,1951,9,310.543438142402,308.538096184999,312.548780099806
1221,1221,1951,10,311.710757536161,310.87341273852,312.548102333802
1222,1222,1951,11,312.82271050003396,312.966180562483,312.679240437585
1223,1223,1951,12,313.526831402155,314.338306062794,312.715356741517
1224,1224,1952,1,314.03825787599897,315.231499894155,312.845015857842
1225,1225,1952,2,314.42015138444197,315.893173706189,312.947129062695
1226,1226,1952,3,314.738519703601,316.498546052981,312.978493354221
1227,1227,1952,4,314.945339175209,316.952222747943,312.938455602475
1228,1228,1952,5,314.799635548456,316.652051377663,312.947219719249
1229,1229,1952,6,313.946064039765,314.843688605595,313.048439473936
1230,1230,1952,7,312.30150908087603,311.47280158332,313.130216578433
1231,1231,1952,8,310.825793527955,308.606292044116,313.045295011794
1232,1232,1952,9,310.902756753832,308.901470331519,312.904043176146
1233,1233,1952,10,312.079056536479,311.247451864278,312.910661208679
1234,1234,1952,11,313.198393493349,313.349432489057,313.047354497642
1235,1235,1952,12,313.908163138834,314.728431687016,313.087894590652
1236,1236,1953,1,314.425335387117,315.62921009699903,313.221460677234
1237,1237,1953,2,314.809686799329,316.293844606212,313.325528992447
1238,1238,1953,3,315.129158318498,316.90038976125703,313.35792687573996
1239,1239,1953,4,315.336089228838,317.353529211644,313.318649246032
1240,1240,1953,5,315.188624656731,317.04950854352103,313.32774076994
1241,1241,1953,6,314.33204469281003,315.234795552817,313.429293832804
1242,1242,1953,7,312.68650022102,311.861154144187,313.511846297852
1243,1243,1953,8,311.212225512418,308.997259408978,313.427191615858
1244,1244,1953,9,311.290054795645,309.294764964889,313.28534462640204
1245,1245,1953,10,312.46737280077997,311.643584389942,313.291161211619
1246,1246,1953,11,313.586891117456,313.747792447696,313.42598978721696
1247,1247,1953,12,314.295649600835,315.126878582293,313.46442061937597
1248,1248,1954,1,314.806147622018,316.016730951875,313.595564292162
1249,1249,1954,2,315.188205445385,316.67879025739,313.69762063338
1250,1250,1954,3,315.505285479624,317.28277843192103,313.727792527326
1251,1251,1954,4,315.70967783209,317.733406373507,313.68594929067297
1252,1252,1954,5,315.559811801421,317.427397212461,313.692226390382
1253,1253,1954,6,314.700848088184,315.611049426402,313.790646749966
1254,1254,1954,7,313.052109967841,312.235712167299,313.868507768382
1255,1255,1954,8,311.573759600076,309.369623333728,313.777895866424
1256,1256,1954,9,311.647458843952,309.664803410688,313.630114277217
1257,1257,1954,10,312.820418383403,312.010972842319,313.629863924487
1258,1258,1954,11,313.935635746118,314.112527728869,313.758743763366
1259,1259,1954,12,314.640266945039,315.48938847503103,313.791145415046
1260,1260,1955,1,315.143206782755,316.370794230724,313.915619334786
1261,1261,1955,2,315.521971917976,317.031667982629,314.01227585332197
1262,1262,1955,3,315.836311014772,317.63552394235097,314.037098087192
1263,1263,1955,4,316.038226161585,318.08711511566503,313.98933720750597
1264,1264,1955,5,315.88729857097803,317.785151834952,313.989445307004
1265,1265,1955,6,315.02809763204397,315.97512559663,314.081069667459
1266,1266,1955,7,313.376296256235,312.599608734284,314.152983778186
1267,1267,1955,8,311.891679998285,309.724885538134,314.058474458437
1268,1268,1955,9,311.95943804175704,310.011423331817,313.907452751697
1269,1269,1955,10,313.12598304269903,312.348062080324,313.903904005075
1270,1270,1955,11,314.235501445932,314.440539708757,314.030463183106
1271,1271,1955,12,314.93560479966,315.810591977227,314.060617622093
1272,1272,1956,1,315.432471514668,316.6828881972,314.182054832136
1273,1273,1956,2,315.809090672187,317.34066209021097,314.277519254163
1274,1274,1956,3,316.12232064459204,317.943197070365,314.30144421881903
1275,1275,1956,4,316.32373435264,318.395305349708,314.252163355572
1276,1276,1956,5,316.17461401062803,318.09863394864396,314.250594072613
1277,1277,1956,6,315.318651163113,316.29747746732005,314.33982485890596
1278,1278,1956,7,313.666115435577,312.923487610175,314.408743260979
1279,1279,1956,8,312.176235103631,310.04005844308,314.312411764182
1280,1280,1956,9,312.239432215897,310.318101360196,314.160763071598
1281,1281,1956,10,313.400958855638,312.64517377917196,314.156743932105
1282,1282,1956,11,314.506780294687,314.729018656673,314.2845419327
1283,1283,1956,12,315.205201977356,316.094077303376,314.316326651336
1284,1284,1957,1,315.709759456745,316.979579008734,314.439939904756
1285,1285,1957,2,316.087150351073,317.637162922978,314.537137779167
1286,1286,1957,3,316.40159497073995,318.23979448520197,314.563395456277
1287,1287,1957,4,316.604809417099,318.69232618454,314.51729264965803
1288,1288,1957,5,316.457770244757,318.39583901472,314.519701474795
1289,1289,1957,6,315.60440671794,316.594932521794,314.61388091408696
1290,1290,1957,7,313.956179715776,313.224064365775,314.688295065778
1291,1291,1957,8,312.47246403978403,310.347266704886,314.597661374682
1292,1292,1957,9,312.542453589336,310.632672587279,314.45223459139197
1293,1293,1957,10,313.711456532331,312.967921216059,314.45499184860404
1294,1294,1957,11,314.824874670872,315.06014441541697,314.589604926327
1295,1295,1957,12,315.530678581406,316.433024759734,314.628332403078
1296,1296,1958,1,316.043294044269,317.327466509227,314.759121579311
1297,1297,1958,2,316.42701194772303,317.99141140791,314.862612487537
1298,1298,1958,3,316.747002490477,318.599365467837,314.894639513117
1299,1299,1958,4,316.9549384559,319.055968448585,314.853908463214
1300,1300,1958,5,316.81101414818403,318.761090447435,314.860937848934
1301,1301,1958,6,315.95927115466,316.959554009091,314.958988300229
1302,1302,1958,7,314.31285249888305,313.589807795161,315.03589720260396
1303,1303,1958,8,312.831195319745,310.716755574381,314.945635065109
1304,1304,1958,9,312.9020758418,311.004910058735,314.799241624865
1305,1305,1958,10,314.07187537787996,313.343025907897,314.800724847863
1306,1306,1958,11,315.186051649009,315.438212397102,314.933890900917
1307,1307,1958,12,315.893007501196,316.813886549398,314.972128452993
1308,1308,1959,1,316.403590207195,317.703387304807,315.103793109582
1309,1309,1959,2,316.79206747806097,318.372860176946,315.211274779177
1310,1310,1959,3,317.119990124854,318.98975685396,315.250223395747
1311,1311,1959,4,317.339540792271,319.459386170958,315.21969541358396
1312,1312,1959,5,317.212118099786,319.183225385093,315.241010814479
1313,1313,1959,6,316.382127223459,317.406356616131,315.35789783078604
1314,1314,1959,7,314.761599445993,314.063974560658,315.459224331328
1315,1315,1959,8,313.310336226125,311.22058674659803,315.40008570565203
1316,1316,1959,9,313.41717395146196,311.543808469577,315.290539433347
1317,1317,1959,10,314.626698172314,313.920558861968,315.33283748266103
1318,1318,1959,11,315.78351555653,316.057169890502,315.50986122255796
1319,1319,1959,12,316.53482419993196,317.476509645082,315.593138754782
1320,1320,1960,1,317.092419670787,318.415196707265,315.769642634309
1321,1321,1960,2,317.523868887767,319.127719877653,315.92001789788
1322,1322,1960,3,317.891672077089,319.784526601788,315.99881755239
1323,1323,1960,4,318.146626311347,320.289507993032,316.00374462966204
1324,1324,1960,5,318.04860440893503,320.042534162277,316.054674655593
1325,1325,1960,6,317.24065551018697,318.287352196726,316.193958823648
1326,1326,1960,7,315.633752782723,314.957542969762,316.309962595685
1327,1327,1960,8,314.186425319012,312.116495220742,316.256355417283
1328,1328,1960,9,314.287468665539,312.432359265323,316.14257806575597
1329,1329,1960,10,315.48313085165,314.793724744494,316.172536958806
1330,1330,1960,11,316.619524214772,316.90841440352904,316.330634026015
1331,1331,1960,12,317.345423941266,318.300740995727,316.390106886805
1332,1332,1961,1,317.878948884258,319.217712858648,316.540184909867
1333,1333,1961,2,318.279217241608,319.897473135864,316.660961347352
1334,1334,1961,3,318.615171859518,320.520286956847,316.71005676219
1335,1335,1961,4,318.839569280505,320.991634821098,316.687503739913
1336,1336,1961,5,318.712627576672,320.710795705331,316.714459448013
1337,1337,1961,6,317.879695360086,318.924057941966,316.835332778205
1338,1338,1961,7,316.257474575208,315.57648381884303,316.938465331574
1339,1339,1961,8,314.806487052289,312.735222690328,316.87775141425
1340,1340,1961,9,314.911688715894,313.059064599942,316.764312831845
1341,1341,1961,10,316.118890645727,315.43625466985196,316.801526621601
1342,1342,1961,11,317.271477117843,317.571716168931,316.971238066755
1343,1343,1961,12,318.01631740453803,318.986331529379,317.046303279698
1344,1344,1962,1,318.569544360066,319.924016695806,317.215072024327
1345,1345,1962,2,318.99056099241,320.626262047622,317.35485993719897
1346,1346,1962,3,319.346435190311,321.270301946624,317.422568433998
